session,record,rank,classifier,band,components,absolute_components,component_assessment_score,balanced accuracy,brier score,probability_plot_brier_score,ranking_score,component_score_values,accuracy,roc-auc,f1,recall,precision,log loss,component_plot,probability_plot,pipeline,sel_comp,TPR,TNR,FPR,FNR,TP,TN,FP,FN,fs,component_score_details
07TS,qm_rec_calib.hdf,1,lda,"[10.0, 14.0]","[0, 1]","[0, 1]",3.024,0.7999999999999999,0.15653843412848575,0.240738884699463,5.574627775195459,"[3.404, 2.644]",0.7999999999999999,0.92,0.8193732193732194,0.8666666666666667,0.8083333333333332,0.5238029333767668,results\pr_AstroSync\exp\best_band_component_pairs\07TS\qm_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\07TS\qm_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, 1)",0.8666666666666667,0.7333333333333334,0.26666666666666666,0.13333333333333333,4.333333333333333,3.6666666666666665,1.3333333333333333,0.6666666666666666,1000.0,"[{'component': 0, 'contra': 1.609, 'ipsi': 1.795, 'component_score': 3.404}, {'component': 1, 'contra': 1.178, 'ipsi': 1.466, 'component_score': 2.644}]"
07TS,qm_rec_calib.hdf,2,lda,"[10.0, 14.0]","[0, 1, -1]","[0, 1, 55]",2.2756666666666665,0.8333333333333334,0.15645095525057226,0.12352836877370432,4.195303109501448,"[3.404, 2.644, 0.779]",0.8333333333333334,0.92,0.849002849002849,0.8666666666666667,0.875,0.5176033878124318,results\pr_AstroSync\exp\best_band_component_pairs\07TS\qm_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\07TS\qm_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, 1, -1)",0.8666666666666667,0.7999999999999999,0.19999999999999998,0.13333333333333333,4.333333333333333,4.0,1.0,0.6666666666666666,1000.0,"[{'component': 0, 'contra': 1.609, 'ipsi': 1.795, 'component_score': 3.404}, {'component': 1, 'contra': 1.178, 'ipsi': 1.466, 'component_score': 2.644}, {'component': -1, 'contra': 0.32, 'ipsi': 0.459, 'component_score': 0.779}]"
07TS,qm_rec_calib.hdf,3,lda,"[10.0, 14.0]","[0, -1]","[0, 55]",2.0915,0.8666666666666667,0.10878241145678257,0.12657383717084766,3.955481586438139,"[3.404, 0.779]",0.8666666666666667,0.9733333333333333,0.8771043771043772,0.9333333333333332,0.8492063492063492,0.33533648188858606,results\pr_AstroSync\exp\best_band_component_pairs\07TS\qm_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\07TS\qm_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, -1)",0.9333333333333332,0.7999999999999999,0.20000000000000004,0.06666666666666667,4.666666666666667,4.0,1.0,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 1.609, 'ipsi': 1.795, 'component_score': 3.404}, {'component': -1, 'contra': 0.32, 'ipsi': 0.459, 'component_score': 0.779}]"
10AS,im_rec_calib.hdf,1,lda,"[9.0, 13.0]","[0, -1]","[0, 55]",6.6255,0.9666666666666667,0.03330852248984779,0.002053150444534413,13.030314384243514,"[6.2940000000000005, 6.956999999999999]",0.9666666666666667,0.9866666666666667,0.9696969696969697,1.0,0.9444444444444445,0.2616652858534199,results\pr_AstroSync\exp\best_band_component_pairs\10AS\im_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\10AS\im_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, -1)",1.0,0.9333333333333332,0.06666666666666667,0.0,5.0,4.666666666666667,0.3333333333333333,0.0,1000.0,"[{'component': 0, 'contra': 5.136, 'ipsi': 1.158, 'component_score': 6.2940000000000005}, {'component': -1, 'contra': 2.804, 'ipsi': 4.153, 'component_score': 6.956999999999999}]"
10AS,im_rec_calib.hdf,2,lda,"[8.0, 12.0]","[0, -1]","[0, 55]",6.1015,0.9666666666666667,0.028375570007217975,2.6823243493750967e-07,12.02986645960096,"[4.952, 7.2509999999999994]",0.9666666666666667,1.0,0.9696969696969697,1.0,0.9444444444444445,0.08596460912001351,results\pr_AstroSync\exp\best_band_component_pairs\10AS\im_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\10AS\im_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, -1)",1.0,0.9333333333333332,0.06666666666666667,0.0,5.0,4.666666666666667,0.3333333333333333,0.0,1000.0,"[{'component': 0, 'contra': 4.618, 'ipsi': 0.334, 'component_score': 4.952}, {'component': -1, 'contra': 2.957, 'ipsi': 4.294, 'component_score': 7.2509999999999994}]"
10AS,im_rec_calib.hdf,3,lda,"[8.0, 15.0]","[0, -1]","[0, 55]",5.994,1.0,4.717695219612505e-09,4.406854769600756e-06,11.987999971722134,"[5.397, 6.591]",1.0,1.0,1.0,1.0,1.0,2.120308876314391e-05,results\pr_AstroSync\exp\best_band_component_pairs\10AS\im_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\10AS\im_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, -1)",1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,1000.0,"[{'component': 0, 'contra': 4.465, 'ipsi': 0.932, 'component_score': 5.397}, {'component': -1, 'contra': 2.738, 'ipsi': 3.853, 'component_score': 6.591}]"
10AS,qm_rec_calib.hdf,1,lda,"[9.0, 13.0]","[0, -1]","[0, 55]",6.521,0.9666666666666667,0.03333334649411854,0.02489569145359562,12.824633247511853,"[6.776, 6.266]",0.9666666666666667,0.9866666666666667,0.9629629629629629,0.9333333333333332,1.0,0.6169324769283026,results\pr_AstroSync\exp\best_band_component_pairs\10AS\qm_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\10AS\qm_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, -1)",0.9333333333333332,1.0,0.0,0.06666666666666667,4.666666666666667,5.0,0.0,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 4.885, 'ipsi': 1.891, 'component_score': 6.776}, {'component': -1, 'contra': 2.745, 'ipsi': 3.521, 'component_score': 6.266}]"
10AS,qm_rec_calib.hdf,2,lda,"[8.0, 12.0]","[0, -1]","[0, 55]",6.4395,0.9666666666666667,0.033332951009013394,0.02258797199089386,12.664352461977458,"[5.471, 7.4079999999999995]",0.9666666666666667,1.0,0.9629629629629629,0.9333333333333332,1.0,0.40184079805943057,results\pr_AstroSync\exp\best_band_component_pairs\10AS\qm_rec_calib\components\rank_2.png,results\pr_AstroSync\exp\best_band_component_pairs\10AS\qm_rec_calib\probabilities\rank_2.png,split_before_csp,"(0, -1)",0.9333333333333332,1.0,0.0,0.06666666666666667,4.666666666666667,5.0,0.0,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 4.289, 'ipsi': 1.182, 'component_score': 5.471}, {'component': -1, 'contra': 3.32, 'ipsi': 4.088, 'component_score': 7.4079999999999995}]"
10AS,qm_rec_calib.hdf,3,lda,"[8.0, 15.0]","[0, -1]","[0, 55]",6.211,0.9666666666666667,0.03333330113112752,0.024898863758957536,12.214966866674569,"[5.93, 6.492]",0.9666666666666667,1.0,0.9629629629629629,0.9333333333333332,1.0,0.48202049706545286,results\pr_AstroSync\exp\best_band_component_pairs\10AS\qm_rec_calib\components\rank_3.png,results\pr_AstroSync\exp\best_band_component_pairs\10AS\qm_rec_calib\probabilities\rank_3.png,split_before_csp,"(0, -1)",0.9333333333333332,1.0,0.0,0.06666666666666667,4.666666666666667,5.0,0.0,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 4.276, 'ipsi': 1.654, 'component_score': 5.93}, {'component': -1, 'contra': 2.853, 'ipsi': 3.639, 'component_score': 6.492}]"
13AU,im_rec_calib.hdf,1,lda,"[10.0, 14.0]","[0, 1]","[0, 1]",3.399,0.9666666666666667,0.019294676872713117,0.21619388450512772,6.732417393309648,"[4.313000000000001, 2.485]",0.9666666666666667,1.0,0.9629629629629629,0.9333333333333332,1.0,0.053442680006276645,results\pr_AstroSync\exp\best_band_component_pairs\13AU\im_rec_calib\components\rank_1.png,results\pr_AstroSync\exp\best_band_component_pairs\13AU\im_rec_calib\probabilities\rank_1.png,split_before_csp,"(0, 1)",0.9333333333333332,1.0,0.0,0.06666666666666667,4.666666666666667,5.0,0.0,0.3333333333333333,1000.0,"[{'component': 0, 'contra': 0.96, 'ipsi': 3.353, 'component_score': 4.313000000000001}, {'component': 1, 'contra': 2.129, 'ipsi': 0.356, 'component_score': 2.485}]"
